title,authors,description,published_date
Debates in the Digital Humanities,Matthew K. Gold,"""Encompassing new technologies, research methods, and opportunities for collaborative scholarship and open-source peer review, as well as innovative ways of sharing knowledge and teaching, the digital humanities promises to transform the liberal arts--and perhaps the university itself. Indeed, at a time when many academic institutions are facing austerity budgets, digital humanities programs have been able to hire new faculty, establish new centers and initiatives, and attract multimillion-dollar grants. Clearly the digital humanities has reached a significant moment in its brief history. But what sort of moment is it? Debates in the Digital Humanities brings together leading figures in the field to explore its theories, methods, and practices and to clarify its multiple possibilities and tensions. From defining what a digital humanist is and determining whether the field has (or needs) theoretical grounding, to discussions of coding as scholarship and trends in data-driven research, this cutting-edge volume delineates the current state of the digital humanities and envisions potential futures and challenges. At the same time, several essays aim pointed critiques at the field for its lack of attention to race, gender, class, and sexuality; the inadequate level of diversity among its practitioners; its absence of political commitment; and its preference for research over teaching. Together, the essays in Debates in the Digital Humanities--which will be published both as a printed book and later as an ongoing, open-access website--suggest that the digital humanities is uniquely positioned to contribute to the revival of the humanities and academic life. Contributors: Bryan Alexander, National Institute for Technology in Liberal Education; Rafael Alvarado, U of Virginia; Jamie ""Skye"" Bianco, U of Pittsburgh; Ian Bogost, Georgia Institute of Technology; Stephen Brier, CUNY Graduate Center; Daniel J. Cohen, George Mason U; Cathy N. Davidson, Duke U; Rebecca Frost Davis, National Institute for Technology in Liberal Education; Johanna Drucker, U of California, Los Angeles; Amy E. Earhart, Texas A & M U; Charlie Edwards; Kathleen Fitzpatrick, Pomona College; Julia Flanders, Brown U; Neil Fraistat, U of Maryland; Paul Fyfe, Florida State U; Michael Gavin, Rice U; David Greetham, CUNY Graduate Center; Jim Groom, U of Mary Washington; Gary Hall, Coventry U, UK; Mills Kelly, George Mason U; Matthew Kirschenbaum, U of Maryland; Alan Liu, U of California, Santa Barbara; Elizabeth Losh, U of California, San Diego; Lev Manovich, U of California, San Diego; Willard McCarty, King's College London; Tara McPherson, U of Southern California; Bethany Nowviskie, U of Virginia; Trevor Owens, Library of Congress; William Pannapacker, Hope College; Dave Parry, U of Texas at Dallas; Stephen Ramsay, U of Nebraska, Lincoln; Alexander Reid, SUNY at Buffalo; Geoffrey Rockwell, Canadian Institute for Research Computing in the Arts; Mark L. Sample, George Mason U; Tom Scheinfeldt, George Mason U; Kathleen Marie Smith; Lisa Spiro, National Institute for Technology in Liberal Education; Patrik Svensson, Umē U; Luke Waltzer, Baruch College; Matthew Wilkens, U of Notre Dame; George H. Williams, U of South Carolina Upstate; Michael Witmore, Folger Shakespeare Library""--",2012
Digital Humanities and the Study of Intermediality in Comparative Cultural Studies,Steven Tötösy de Zepetnek,"The study of “intermediality” explores the exchangeability of expressive means and aesthetic conventions between different art and media forms, a trend amplified and enabled by the digital age. It has become a powerful structuring concept in digital humanities, where traditional boundaries between disciplines as well as genres are being eroded. Contributors to this volume discuss the concepts of intermediality and digital humanities from a range of theoretical perspectives. While in the humanities, generally, there is continued focus on traditional textuality, this up-to-date collection demonstrates the explosive potential of new forms of hypermedia studies to transform our understanding of a range of genres. Contents: Literary Studies from Hermeneutics to Media Culture Studies; (Inter)mediality and the Study of Literature; Discourses and Models of Intermediality; Intermediality and Aesthetic Theory in Shklovsky's and Adorno's Thought; Intermediality, Translation, Comparative Literature, and World Literature; Making Sense of the Digital as Embodied Experience; The Metaphysics of Electronic Being; Video Games as Equipment for Living; Dialogue between Meaning Systems in Intermedial Texts; Intermediality and Human vs. Machine Translation; Intermediality, Rhetoric, and Pedagogy; Race and Gender Representations in Advertising in Cable Cartoon Programming; An Intermedial Reading of Paley's Sita Sings the Blues; Aesthetics, Nationalism, and the Image of Woman in Modern Indian Art; Towards a Multimodal Analysis of da Rimini's Dollspace; Intermedial Representations in Asian Macbeth-s; Innovation and Multimedia in the Poetry of cummings and Mayakovsky; Intermediality, Rewriting Histories, and Identities in French Rap; Intermediality as Cultural Literacy and Teaching the Graphic Novel; Comics and the Graphic Novel in Spain and Iberian Galicia; Qu(e)erying Comic Book Culture and Representations of Sexuality in Wonder Woman; Digital Media, 419, and the Politics of the Global Network; Media Icons of War and the Instrumentalization of Images in US-American Media; Political Deliberation and E-Participation in Policy-Making; Digital Humanities in Developed and Emerging Markets; Intermediality, Architecture, and the Politics of Urbanity; Intersubjectivity and Intermediality in the Work of Serra; Digital Humanities and a Case Study of (Inter)medial Participation; Bibliography for Work in Intermediality and Digital Humanities.",2013
Introduction to Digital Humanities,Johanna Drucker,NA,2014
A Survey of Digital Humanities Centers in the United States,Diane Zorich,NA,2008-01-01
WorldViews: Access to International Textbooks for Digital Humanities Researchers,"Steffen Hennicke,Lena-Luise Stahn,Ernesteo William De Luca,Kerstin Schwedes,Andreas Witt",NA,2017
Information Semiotics for Digital Humanities: Towards a New Conception of Quantity and Quality in Culture,Michael Filimowicz,"As symbolic systems put reality into play, so mediation puts symbolic systems into play - this statement captures the premise of information semiotics or alternately, semiotic informatics. Digital humanities calls for an integration of systems thinking into humanist inquiry. Without systems thinking, digital humanists can only utilize, as end users, available digital tools toward the traditional ends of humanist research, such as using software, code editors and prototyping platforms to produce interpretations or criticisms of ever more narrowly defined cultural specificities. Systems theoretic lenses and tools always remain available as a methodological mode and is descriptive of much work that can come under the heading of 'digital humanities' today, which has yet to integrate systems thinking into its general literature. A more technologically reflexive approach-one that takes seriously the conceptual underpinnings of technology and its deeper implications for humanities' digital discourse domains-challenges traditional self-understandings of what it is that humanities 'does' or is supposed to be concerned with.",2020-01-31
Humanities Data in R,"Taylor Arnold,Lauren Tilton","​This pioneering book teaches readers to use R within four core analytical areas applicable to the Humanities: networks, text, geospatial data, and images. This book is also designed to be a bridge: between quantitative and qualitative methods, individual and collaborative work, and the humanities and social sciences. Humanities Data with R does not presuppose background programming experience. Early chapters take readers from R set-up to exploratory data analysis (continuous and categorical data, multivariate analysis, and advanced graphics with emphasis on aesthetics and facility). Following this, networks, geospatial data, image data, natural language processing and text analysis each have a dedicated chapter. Each chapter is grounded in examples to move readers beyond the intimidation of adding new tools to their research. Everything is hands-on: networks are explained using U.S. Supreme Court opinions, and low-level NLP methods are applied to short stories by Sir Arthur Conan Doyle. After working through these examples with the provided data, code and book website, readers are prepared to apply new methods to their own work. The open source R programming language, with its myriad packages and popularity within the sciences and social sciences, is particularly well-suited to working with humanities data. R packages are also highlighted in an appendix. This book uses an expanded conception of the forms data may take and the information it represents. The methodology will have wide application in classrooms and self-study for the humanities, but also for use in linguistics, anthropology, and political science. Outside the classroom, this intersection of humanities and computing is particularly relevant for research and new modes of dissemination across archives, museums and libraries. ​",2015-09-23
Hypercities,"Todd Presner,David Shepard,Yoh Kawano","The prefix ""hyper"" refers to multiplicity and abundance. More than a physical space, a hypercity is a real city overlaid with information networks that document the past, catalyze the present, and project future possibilities. Hypercities are always under construction. Todd Presner, David Shepard, and Yoh Kawano put digital humanities theory into practice to chart the proliferating cultural records of places around the world. A digital platform transmogrified into a book, it explains the ambitious online project of the same name that maps the historical layers of city spaces in an interactive, hypermedia environment. The authors examine the media archaeology of Google Earth and the cultural-historical meaning of map projections, and explore recent eventsâe""the ""Arab Spring"" and the Fukushima nuclear power plant disasterâe""through social media mapping that incorporates data visualizations, photographic documents, and Twitter streams. A collaboratively authored and designed work, HyperCities includes a ""ghost map"" of downtown Los Angeles, polyvocal memory maps of LA's historic Filipinotown, avatar-based explorations of ancient Rome, and hour-by-hour mappings of the Tehran election protests of 2009. Not a book about maps in the literal sense, HyperCities describes thick mapping: the humanist project of participating and listening that transforms mapping into an ethical undertaking. Ultimately, the digital humanities do not consist merely of computer-based methods for analyzing information. They are a means of integrating scholarship with the world of lived experience, making sense of the past in the layered spaces of the present for the sake of the open future.",2014-07-07
Digital humanities and Slavic cultural heritage,Aleksandra Vraneš,NA,2019
Critical Making,"Jessica Barness,Amy Papaelias",NA,2015
Digital Humanities in Latin America,"Héctor Fernández L'Hoeste,Juan Carlos Rodrguez","""This volume provides a hemispheric view of the practice of digital humanities in the Spanish- and Portuguese-speaking Americas. These essays examine how participation and research in new media have helped configure new identities and collectivities in the region""--",2020
Intentional Tech,Derek Bruff,"Chalkboards and projectors are familiar tools for most college faculty, but when new technologies become available, instructors aren't always sure how to integrate them into their teaching in meaningful ways. For faculty interested in supporting student learning, determining what's possible and what's useful can be challenging in the changing landscape of technology. Arguing that teaching and learning goals should drive instructors' technology use, not the other way around, Intentional Tech explores seven research-based principles for matching technology to pedagogy. Through stories of instructors who creatively and effectively use educational technology, author Derek Bruff approaches technology not by asking ""How to?"" but by posing a more fundamental question: ""Why?""",2019-11
American Grace,"Robert D. Putnam,David E. Campbell","Draws on three national surveys on religion, as well as research conducted by congregations across the United States, to examine the profound impact it has had on American life and how religious attitudes have changed in recent decades.",2012
Hacking the Academy,"Daniel J Cohen,Joseph T Scheinfeldt","On May 21, 2010, Daniel J. Cohen and Tom Scheinfeldt posted the following provocative questions online: “Can an algorithm edit a journal? Can a library exist without books? Can students build and manage their own learning management platforms? Can a conference be held without a program? Can Twitter replace a scholarly society?” As recently as the mid-2000s, questions like these would have been unthinkable. But today serious scholars are asking whether the institutions of the academy as they have existed for decades, even centuries, aren’t becoming obsolete. Every aspect of scholarly infrastructure is being questioned, and even more importantly, being hacked. Sympathetic scholars of traditionally disparate disciplines are canceling their association memberships and building their own networks on Facebook and Twitter. Journals are being compiled automatically from self-published blog posts. Newly minted PhDs are forgoing the tenure track for alternative academic careers that blur the lines between research, teaching, and service. Graduate students are looking beyond the categories of the traditional CV and building expansive professional identities and popular followings through social media. Educational technologists are “punking” established technology vendors by rolling out their own open source infrastructure. Here, in Hacking the Academy, Daniel J. Cohen and Tom Scheinfeldt have gathered a sampling of the answers to their initial questions from scores of engaged academics who care deeply about higher education. These are the responses from a wide array of scholars, presenting their thoughts and approaches with a vibrant intensity, as they explore and contribute to ongoing efforts to rebuild scholarly infrastructure for a new millennium.",2013-05-13
Digital Humanities in Knowledge Management,Sidhom,"The governance of knowledge seems to be the Scientific Policy most capable of creating value with regard to humanity and its evolution related to the new paradigm ""Digital Humanities"". In the context of ""Digital Humanities"" related to aspects of the ""Knowledge Organization"", a first orientation is pedagogically trying to answer the question ""What is known about the knowledge and its organization in the context of Digital Humanities? "". Then the question is evolving towards societal issues of knowledge, research and application, to provide clarifications towards the convergence of approaches and practices for the common use of digital platforms. Education, science, culture, communication and technology remain the major themes covered by this book.",2018-05-21
Quick Hits for Teaching with Digital Humanities,"Michael C. Morrone,Christopher J. Young,Associate Dean for Research and Technology Thomas C Wilson,Emma Annette Wilson","Quick Hits for Teaching with Digital Humanities: Successful Strategies from Award-Winning Teachers is an edited collection of 24 articles that aims to introduce faculty, administrators, and staff to ways in which digital techniques from the arts, humanities, and social sciences can be incorporated in the classroom. These techniques can enhance learning and professional development experiences for undergraduate and graduate students and faculty alike. This essential handbook illustrates the breadth of digital humanities across the disciplines with rich examples that bring best practices to life. Anyone who teaches at an institution of higher learning will find entry into new digital paradigms. As the authors share simple and complex ways to introduce digital humanities into the classroom, they expand understandings of what constitutes these current technologies for learning.",2020-10-06
